LessonID,TeacherID,StudentID,Time
410,1,1008,1369996800
411,1,604,1369998000
412,1,605,1369999200
416,1,609,1370251200
417,1,787,1370252400
423,1,51,1370263200
426,1,26,1370266800
428,1,621,1370337600
429,1,252,1370338800
431,1,765,1370341200
432,1,766,1370342400
436,1,2000,1370347200
438,1,51,1370349600
444,1,621,1370424000
450,1,549,1370431200
455,1,553,1370509200
456,1,621,1370510400
457,1,252,1370511600
464,1,51,1370522400
467,1,553,1370595600
469,1,1085,1370598000
470,1,1087,1370599200
477,1,51,1370608800
480,1,861,1370854800
481,1,609,1370856000
482,1,280,1370857200
483,1,623,1370858400
484,1,989,1370859600
488,1,735,1370864400
491,1,51,1370868000
492,1,553,1370869200
493,1,621,1370942400
494,1,280,1370943600
495,1,623,1370944800
496,1,989,1370946000
499,1,625,1370949600
503,1,51,1370954400
504,1,553,1370955600
505,1,305,1370958000
506,1,306,1370959200
508,1,621,1371028800
509,1,280,1371030000
510,1,623,1371031200
514,1,626,1371036000
515,1,26,1371037200
517,1,51,1371040800
518,1,553,1371042000
519,1,621,1371115200
520,1,280,1371116400
521,1,623,1371117600
522,1,989,1371118800
528,1,51,1371127200
529,1,146,1371128400
530,1,280,1371200400
531,1,621,1371201600
532,1,1085,1371202800
533,1,623,1371204000
534,1,1087,1371205200
537,1,989,1371208800
541,1,51,1371213600
543,1,553,1371216000
544,1,628,1371459600
546,1,735,1371462000
547,1,623,1371463200
548,1,989,1371464400
549,1,280,1371465600
550,1,621,1371547200
551,1,623,1371548400
556,1,629,1371632400
557,1,621,1371633600
558,1,280,1371634800
563,1,280,1371721200
564,1,623,1371722400
566,1,621,1371805200
571,1,989,1371812400
573,1,629,1372064400
574,1,609,1372065600
575,1,735,1372066800
576,1,989,1372068000
578,1,305,1372167600
579,1,306,1372168800
580,1,629,1372237200
584,1,1085,1372412400
585,1,1087,1372413600
586,1,989,1372414800
591,1,735,1372671600
593,1,305,1372772400
594,1,306,1372773600
595,1,629,1372842000
598,1,787,1373017200
599,1,629,1373274000
601,1,787,1373276400
604,1,305,1373377200
605,1,306,1373378400
606,1,629,1373446800
607,1,629,1373448000
609,1,787,1373622000
610,1,861,1373878800
612,1,787,1373881200
615,1,305,1373982000
616,1,306,1373983200
619,1,787,1374226800
620,1,629,1374483600
622,1,787,1374487200
624,1,628,1374656400
625,1,629,1375088400
628,1,628,1375262400
629,1,630,1375693200
632,1,629,1375866000
633,1,630,1376298000
639,1,150,1376474400
640,1,150,1376475600
641,1,150,1376647200
642,2,725,1367398800
643,2,258,1367400000
644,2,427,1367401200
645,2,449,1367402400
646,2,450,1367403600
647,2,425,1367404800
648,2,234,1367406000
649,2,264,1367408400
650,2,11,1367409600
651,2,615,1367410800
652,1,1708,1367412000
653,2,1708,1367413200
654,1,166,1367414400
655,2,159,1367415600
656,1,35,1367418000
657,2,36,1367419200
658,1,584,1367420400
659,1,419,1367421600
660,2,725,1367485200
661,2,258,1367486400
662,2,684,1367487600
663,2,449,1367488800
664,2,450,1367490000
665,2,685,1367491200
666,2,163,1367492400
667,2,11,1367493600
668,2,686,1367496000
669,2,741,1367497200
670,2,1708,1367498400
671,2,1708,1367499600
672,2,159,1367502000
673,1,35,1367504400
674,2,36,1367505600
675,1,419,1367506800
676,1,576,1367508000
677,2,726,1367830800
678,2,412,1367832000
679,2,988,1367833200
680,2,449,1367834400
681,2,450,1367835600
682,2,1303,1367836800
683,2,583,1367838000
684,2,787,1367839200
685,2,573,1367840400
686,2,809,1367841600
687,2,536,1367842800
688,2,791,1367847600
689,1,36,1367850000
690,1,419,1367851200
691,1,487,1367852400
692,1,676,1367853600
693,1,668,1367854800
694,2,412,1367917200
695,2,725,1367918400
696,2,988,1367919600
697,2,449,1367920800
698,2,450,1367922000
699,2,753,1367923200
700,2,402,1367924400
701,2,401,1367925600
702,2,740,1367926800
703,2,743,1367928000
704,2,741,1367929200
705,1,809,1367930400
706,2,179,1367931600
707,2,431,1367932800
708,1,792,1367934000
709,1,36,1367936400
710,1,28,1367937600
711,1,487,1367940000
712,1,403,1367941200
714,2,412,1368004800
716,2,449,1368007200
717,2,450,1368008400
718,2,236,1368009600
719,2,740,1368010800
720,2,787,1368012000
721,2,790,1368013200
722,2,167,1368015600
723,2,810,1368016800
724,2,791,1368020400
725,2,103,1368022800
726,1,265,1368025200
727,1,487,1368026400
728,1,261,1368027600
729,2,412,1368090000
731,2,988,1368092400
732,2,449,1368093600
733,2,450,1368094800
734,2,677,1368096000
735,2,236,1368097200
736,2,510,1368098400
737,2,810,1368099600
738,2,742,1368100800
739,2,741,1368102000
740,2,754,1368103200
741,2,179,1368104400
742,2,791,1368106800
744,1,487,1368112800
745,1,261,1368114000
746,2,727,1368176400
747,2,412,1368177600
753,2,510,1368184800
754,2,511,1368186000
755,2,809,1368187200
756,2,179,1368190800
757,2,791,1368193200
758,1,88,1368195600
760,1,487,1368199200
761,1,283,1368200400
762,2,790,1368438000
765,2,108,1368441600
766,1,108,1368442800
767,1,787,1368444000
768,2,536,1368445200
770,1,487,1368457200
771,1,1778,1368458400
772,2,769,1368522000
773,2,725,1368523200
774,2,740,1368524400
775,2,534,1368525600
776,2,535,1368526800
777,2,240,1368528000
778,1,241,1368529200
779,2,428,1368530400
780,2,741,1368531600
781,2,742,1368532800
783,2,754,1368537600
784,1,758,1368541200
785,1,27,1368543600
786,1,487,1368544800
787,1,261,1368546000
788,2,727,1368608400
789,2,412,1368609600
791,2,263,1368612000
793,2,236,1368614400
794,2,740,1368615600
796,2,167,1368620400
797,2,35,1368628800
798,1,486,1368630000
799,2,108,1368694800
800,2,108,1368696000
801,2,106,1368697200
802,2,536,1368698400
803,2,742,1368699600
804,2,236,1368700800
805,2,809,1368702000
806,2,510,1368703200
807,2,511,1368704400
808,2,741,1368705600
809,2,521,1368706800
810,2,35,1368715200
811,1,486,1368716400
812,1,177,1368718800
816,2,263,1368784800
817,2,428,1368786000
818,2,240,1368787200
819,2,809,1368788400
820,2,510,1368789600
821,1,88,1368800400
822,1,35,1368801600
823,1,487,1368802800
824,1,283,1368805200
827,2,787,1369042800
831,2,511,1369048800
832,2,708,1369056000
833,1,108,1369126800
834,2,108,1369128000
835,2,766,1369129200
837,2,241,1369131600
838,2,240,1369132800
841,1,28,1369148400
844,2,787,1369215600
845,2,236,1369219200
846,2,740,1369221600
847,1,545,1369234800
850,2,617,1369300800
852,2,740,1369303200
853,2,236,1369305600
854,2,511,1369308000
855,1,339,1369323600
858,2,787,1369388400
863,1,403,1369410000
864,2,727,1369645200
865,2,132,1369646400
873,2,132,1369735200
874,2,252,1369736400
878,1,768,1369753200
879,1,1007,1369754400
880,2,727,1369818000
881,2,132,1369819200
884,2,740,1369822800
885,2,235,1369824000
886,1,1007,1369839600
887,2,178,1369904400
888,2,132,1369905600
890,2,740,1369909200
891,2,236,1369910400
892,2,549,1369912800
893,1,1007,1369926000
894,2,132,1369990800
897,2,740,1369995600
899,2,25,1369998000
900,2,548,1369999200
901,1,680,1370250000
904,2,128,1370253600
906,1,132,1370256000
907,1,613,1370257200
908,2,557,1370263200
911,2,177,1370336400
914,2,128,1370340000
915,2,768,1370341200
917,2,549,1370343600
920,2,557,1370349600
922,2,1007,1370352000
923,1,628,1370422800
924,2,673,1370424000
925,2,787,1370425200
927,2,740,1370427600
933,2,132,1370510400
935,2,128,1370512800
936,2,740,1370514000
939,2,557,1370522400
942,2,132,1370596800
945,2,740,1370600400
947,2,39,1370602800
948,2,25,1370604000
949,2,548,1370605200
954,2,690,1370856000
955,2,787,1370857200
956,2,691,1370858400
957,2,740,1370860800
958,2,472,1370863200
962,1,1247,1370876400
965,2,691,1370944800
967,2,472,1370949600
972,2,673,1371028800
974,2,691,1371031200
976,2,128,1371034800
977,2,472,1371036000
982,2,691,1371117600
983,2,128,1371120000
984,2,473,1371124800
990,2,691,1371204000
991,2,128,1371206400
992,2,39,1371207600
993,2,26,1371208800
994,2,472,1371210000
998,2,629,1371459600
1000,2,787,1371462000
1001,2,691,1371463200
1002,2,678,1371464400
1005,2,691,1371548400
1006,2,678,1371549600
1007,2,628,1371632400
1009,2,678,1371637200
1010,2,691,1371722400
1011,2,692,1371723600
1014,2,26,1371811200
1015,2,630,1372064400
1016,2,690,1372065600
1017,2,787,1372066800
1018,2,681,1372069200
1019,2,678,1372155600
1020,2,628,1372237200
1022,2,678,1372328400
1024,2,628,1372669200
1026,2,787,1372671600
1027,2,630,1372842000
1028,2,628,1373274000
1030,2,630,1373446800
1033,2,630,1374483600
1035,2,629,1374656400
1036,2,628,1375088400
1038,2,630,1375262400
1039,2,629,1375693200
1041,2,630,1375866000
1042,2,628,1376298000
1045,4,655,1367415600
1046,4,577,1367420400
1047,4,177,1367421600
1048,4,440,1367422800
1049,4,578,1367424000
1050,4,579,1367425200
1051,4,340,1367426400
1052,4,159,1367427600
1053,4,575,1367431200
1054,4,179,1367499600
1055,4,727,1367500800
1056,4,434,1367502000
1057,4,584,1367506800
1058,4,584,1367508000
1059,4,440,1367509200
1060,4,585,1367510400
1061,4,586,1367511600
1062,4,587,1367512800
1063,4,588,1367514000
1064,4,63,1367515200
1065,4,149,1367516400
1066,4,302,1367517600
1067,4,664,1367845200
1068,4,792,1367847600
1069,4,592,1367848800
1070,4,592,1367850000
1071,4,28,1367851200
1072,4,488,1367852400
1073,4,861,1367853600
1074,4,593,1367854800
1075,4,265,1367856000
1076,4,90,1367857200
1077,4,219,1367858400
1078,4,489,1367859600
1079,4,154,1367860800
1080,4,490,1367862000
1081,4,664,1367931600
1082,4,432,1367932800
1083,4,793,1367934000
1084,4,265,1367938800
1085,4,488,1367940000
1086,4,177,1367941200
1087,4,490,1367942400
1088,4,489,1367943600
1089,4,154,1367944800
1090,4,595,1367946000
1091,4,596,1367947200
1092,4,597,1367948400
1093,4,471,1367949600
1094,4,664,1368018000
1095,4,792,1368020400
1096,4,294,1368025200
1097,4,488,1368026400
1099,4,1778,1368028800
1100,4,766,1368030000
1101,4,340,1368031200
1102,4,516,1368032400
1103,4,596,1368033600
1104,4,597,1368034800
1105,4,219,1368036000
1106,4,664,1368104400
1107,4,432,1368105600
1108,4,792,1368106800
1109,4,265,1368111600
1110,4,488,1368112800
1111,4,177,1368114000
1112,4,490,1368115200
1113,4,489,1368116400
1114,4,154,1368117600
1115,4,63,1368118800
1116,4,149,1368120000
1117,4,600,1368121200
1118,4,220,1368122400
1119,4,664,1368190800
1120,4,167,1368192000
1121,4,792,1368193200
1122,4,35,1368194400
1123,4,90,1368195600
1124,4,28,1368196800
1125,4,265,1368198000
1126,4,488,1368199200
1127,4,197,1368200400
1128,4,1003,1368201600
1129,4,601,1368202800
1130,4,340,1368204000
1131,4,63,1368205200
1133,4,600,1368207600
1134,4,664,1368450000
1135,4,753,1368452400
1136,4,607,1368453600
1137,4,607,1368454800
1138,4,28,1368456000
1139,4,488,1368457200
1140,4,861,1368458400
1141,4,608,1368459600
1142,4,974,1368460800
1143,4,1061,1368462000
1144,4,219,1368463200
1145,4,339,1368464400
1146,4,489,1368465600
1147,4,490,1368466800
1148,4,154,1368468000
1149,4,664,1368536400
1150,4,753,1368537600
1151,4,765,1368543600
1152,4,488,1368544800
1153,4,177,1368546000
1154,4,974,1368547200
1155,4,1061,1368548400
1156,4,218,1368549600
1160,4,970,1368554400
1161,4,664,1368622800
1162,4,103,1368624000
1163,4,103,1368625200
1164,4,294,1368630000
1165,4,1778,1368633600
1166,4,197,1368634800
1167,4,810,1368636000
1168,4,754,1368637200
1171,4,219,1368640800
1172,4,664,1368709200
1173,4,759,1368711600
1174,4,488,1368716400
1175,4,339,1368717600
1176,4,67,1368718800
1177,4,974,1368720000
1178,4,1003,1368721200
1179,4,612,1368722400
1180,4,612,1368723600
1181,4,489,1368724800
1182,4,490,1368726000
1183,4,154,1368727200
1186,4,28,1368801600
1187,4,488,1368802800
1189,4,974,1368806400
1190,4,601,1368807600
1191,4,339,1368808800
1192,4,600,1368812400
1194,4,638,1369056000
1195,4,289,1369057200
1198,4,35,1369060800
1200,4,861,1369063200
1201,4,403,1369064400
1202,4,974,1369065600
1206,4,489,1369070400
1207,4,490,1369071600
1208,4,154,1369072800
1210,4,289,1369143600
1211,4,294,1369148400
1212,4,177,1369149600
1214,4,974,1369152000
1215,4,1061,1369153200
1220,4,970,1369159200
1223,4,294,1369234800
1225,4,974,1369238400
1226,4,765,1369239600
1228,4,339,1369242000
1233,4,28,1369321200
1234,4,177,1369322400
1237,4,154,1369326000
1239,4,5,1369328400
1253,4,105,1369676400
1255,4,25,1369746000
1257,4,765,1369753200
1258,4,1006,1369754400
1259,4,66,1369758000
1266,4,1006,1369839600
1267,4,66,1369844400
1268,4,549,1369845600
1272,4,25,1369918800
1274,4,1006,1369926000
1276,4,66,1369930800
1279,4,66,1370017200
1283,4,25,1370266800
1285,4,66,1370276400
1290,4,66,1370362800
1293,4,126,1370448000
1294,4,66,1370449200
1298,4,127,1370534400
1299,4,66,1370535600
1302,4,127,1370620800
1303,4,66,1370622000
1305,4,1246,1370876400
1308,4,644,1370958000
1314,4,127,1371139200
1317,4,127,1371225600
1322,4,127,1371657600
1324,4,127,1371744000
1325,4,127,1371830400
1327,4,644,1372167600
1329,4,127,1372262400
1331,4,644,1372772400
1333,4,644,1373377200
1335,4,644,1373982000
1337,14,415,1367398800
1338,14,373,1367400000
1339,14,786,1367401200
1340,14,652,1367402400
1341,14,645,1367403600
1342,14,653,1367404800
1343,14,654,1367406000
1344,14,354,1367407200
1345,14,274,1367408400
1347,14,421,1367410800
1348,14,640,1367412000
1349,14,656,1367416800
1350,14,727,1367418000
1351,14,104,1367419200
1352,14,657,1367420400
1353,14,178,1367421600
1354,14,441,1367422800
1355,14,658,1367424000
1356,14,659,1367425200
1357,14,3085,1367426400
1358,14,635,1367427600
1359,14,205,1367428800
1360,14,648,1367430000
1361,14,415,1367485200
1362,14,426,1367486400
1363,14,653,1367487600
1364,14,652,1367488800
1365,14,642,1367490000
1366,14,660,1367491200
1367,14,639,1367492400
1368,14,274,1367493600
1369,14,641,1367494800
1370,14,661,1367496000
1371,14,438,1367497200
1372,14,431,1367503200
1373,14,852,1367505600
1374,14,657,1367506800
1375,14,657,1367508000
1376,14,441,1367509200
1377,14,662,1367510400
1378,14,340,1367512800
1379,14,635,1367514000
1380,14,205,1367515200
1381,14,1631,1367516400
1382,14,303,1367517600
1383,14,415,1367830800
1384,14,663,1367832000
1385,14,759,1367833200
1386,14,736,1367834400
1387,14,535,1367835600
1388,14,740,1367836800
1389,14,506,1367838000
1390,14,274,1367839200
1392,14,810,1367841600
1393,14,636,1367842800
1394,14,727,1367850000
1395,14,27,1367851200
1396,14,486,1367852400
1397,14,860,1367853600
1398,14,665,1367854800
1399,14,266,1367856000
1400,14,89,1367857200
1401,14,218,1367858400
1402,14,63,1367859600
1403,14,340,1367860800
1404,14,600,1367862000
1405,14,415,1367917200
1406,14,257,1367918400
1407,14,759,1367919600
1410,14,734,1367923200
1411,14,306,1367924400
1412,14,274,1367925600
1413,14,642,1367926800
1414,14,742,1367928000
1415,14,438,1367929200
1417,14,505,1367935200
1418,14,266,1367938800
1419,14,486,1367940000
1420,14,178,1367941200
1421,14,219,1367942400
1422,14,612,1367943600
1423,14,612,1367944800
1424,14,622,1367946000
1425,14,63,1367947200
1426,14,666,1367948400
1427,14,472,1367949600
1428,14,415,1368003600
1429,14,663,1368004800
1430,14,759,1368006000
1431,14,373,1368007200
1432,14,667,1368008400
1433,14,235,1368009600
1434,14,645,1368010800
1435,14,636,1368013200
1436,14,1052,1368014400
1437,14,1050,1368015600
1438,14,274,1368016800
1439,14,1002,1368022800
1440,14,27,1368024000
1441,14,266,1368025200
1442,14,486,1368026400
1444,14,765,1368028800
1445,14,769,1368030000
1446,14,339,1368031200
1447,14,646,1368032400
1448,14,648,1368033600
1449,14,666,1368034800
1450,14,220,1368036000
1451,14,415,1368090000
1452,14,726,1368091200
1453,14,759,1368092400
1454,14,535,1368093600
1455,14,734,1368094800
1456,14,505,1368096000
1457,14,235,1368097200
1458,14,506,1368098400
1459,14,1052,1368099600
1460,14,1050,1368100800
1461,14,438,1368102000
1462,14,727,1368103200
1463,14,27,1368110400
1464,14,266,1368111600
1465,14,486,1368112800
1466,14,178,1368114000
1467,14,67,1368115200
1468,14,1003,1368116400
1469,14,5,1368117600
1470,14,62,1368118800
1471,14,89,1368120000
1472,14,643,1368121200
1473,14,219,1368122400
1476,14,736,1368180000
1477,14,1086,1368181200
1478,14,726,1368182400
1479,14,740,1368183600
1480,14,790,1368184800
1481,14,274,1368186000
1482,14,797,1368187200
1483,14,797,1368188400
1484,14,753,1368189600
1485,14,36,1368194400
1486,14,89,1368195600
1488,14,266,1368198000
1489,14,486,1368199200
1490,14,282,1368200400
1491,14,1002,1368201600
1493,14,62,1368205200
1495,14,643,1368207600
1496,14,742,1368208800
1497,14,727,1368435600
1498,14,726,1368438000
1499,14,736,1368439200
1500,14,506,1368440400
1501,14,274,1368441600
1502,14,740,1368442800
1503,14,510,1368444000
1504,14,511,1368445200
1505,14,636,1368447600
1506,14,669,1368453600
1508,14,486,1368457200
1509,14,860,1368458400
1510,14,670,1368459600
1511,14,973,1368460800
1512,14,1062,1368462000
1513,14,218,1368463200
1516,14,600,1368466800
1519,14,739,1368524400
1520,14,734,1368525600
1527,14,438,1368534000
1530,14,759,1368541200
1531,14,647,1368543600
1532,14,486,1368544800
1533,14,178,1368546000
1534,14,973,1368547200
1535,14,1062,1368548400
1536,14,220,1368549600
1538,14,89,1368552000
1539,14,600,1368553200
1540,14,972,1368554400
1541,14,286,1368608400
1542,14,736,1368609600
1543,14,663,1368610800
1544,14,373,1368612000
1545,14,1012,1368613200
1546,14,235,1368614400
1547,14,636,1368618000
1548,14,599,1368620400
1549,14,166,1368621600
1551,14,1002,1368627600
1552,14,27,1368628800
1553,14,488,1368630000
1554,14,974,1368633600
1555,14,1061,1368634800
1556,14,809,1368636000
1557,14,752,1368637200
1559,14,643,1368639600
1560,14,220,1368640800
1562,14,1013,1368696000
1564,14,535,1368698400
1565,14,734,1368699600
1566,14,235,1368700800
1567,14,506,1368702000
1569,14,1050,1368704400
1570,14,274,1368705600
1572,14,438,1368708000
1574,14,27,1368715200
1575,14,487,1368716400
1579,14,1002,1368721200
1580,14,219,1368722400
1582,14,5,1368724800
1583,14,643,1368726000
1587,14,1086,1368783600
1588,14,736,1368784800
1590,14,274,1368787200
1591,14,810,1368788400
1592,14,740,1368789600
1593,14,753,1368792000
1596,14,27,1368801600
1597,14,486,1368802800
1598,14,282,1368805200
1599,14,973,1368806400
1601,14,643,1368812400
1602,14,742,1368813600
1603,14,506,1369040400
1604,14,727,1369041600
1606,14,736,1369044000
1607,14,535,1369045200
1608,14,274,1369046400
1609,14,740,1369047600
1610,14,510,1369048800
1611,14,860,1369063200
1612,14,973,1369065600
1613,14,1061,1369066800
1616,14,107,1369071600
1619,14,263,1369129200
1620,14,734,1369130400
1624,14,1014,1369135200
1625,14,1013,1369136400
1626,14,741,1369137600
1627,14,438,1369138800
1629,14,759,1369144800
1630,14,178,1369149600
1632,14,973,1369152000
1633,14,1062,1369153200
1634,14,339,1369154400
1636,14,107,1369158000
1637,14,972,1369159200
1639,14,736,1369214400
1640,14,663,1369215600
1641,14,373,1369216800
1642,14,1012,1369218000
1643,14,235,1369219200
1645,14,274,1369222800
1646,14,28,1369234800
1648,14,973,1369238400
1649,14,767,1369239600
1653,14,107,1369244400
1655,14,1013,1369300800
1657,14,535,1369303200
1658,14,734,1369304400
1659,14,235,1369305600
1660,14,741,1369306800
1661,14,510,1369308000
1662,14,759,1369310400
1664,14,545,1369321200
1665,14,178,1369322400
1671,14,663,1369387200
1672,14,1086,1369388400
1673,14,736,1369389600
1681,14,973,1369411200
1682,14,428,1369412400
1683,14,429,1369413600
1684,14,107,1369417200
1687,14,736,1369647600
1688,14,548,1369651200
1692,14,107,1369676400
1696,14,766,1369734000
1701,14,759,1369741200
1704,14,58,1369750800
1706,14,767,1369753200
1707,14,1008,1369754400
1708,14,65,1369758000
1711,14,970,1369761600
1715,14,1013,1369819200
1718,14,373,1369824000
1719,14,741,1369826400
1720,14,25,1369827600
1721,14,1008,1369839600
1722,14,65,1369844400
1723,14,548,1369845600
1728,14,741,1369908000
1730,14,235,1369910400
1733,14,1008,1369926000
1735,14,65,1369930800
1736,14,107,1369935600
1738,14,1086,1369993200
1741,14,1006,1369996800
1742,14,26,1369998000
1743,14,549,1369999200
1744,14,65,1370017200
