PurchaseID,UserID,Time,Item,Price,NumLessons,PayPalTX
102,365,1367366400,Adjustment per Finance,0,32,
103,433,1367366400,Adjustment per Finance,0,45,
104,451,1367366400,Adjustment per Finance,0,28,
105,796,1367366400,Adjustment per Finance,0,7,
106,288,1367366400,Adjustment per Finance,0,28,
107,291,1367366400,Adjustment per Finance,128,12,
108,294,1367366400,Adjustment per Finance,0,7,
109,299,1367366400,Adjustment per Finance,0,46,
110,300,1367366400,Adjustment per Finance,0,20,
111,302,1367366400,Adjustment per Finance,0,31,
112,303,1367366400,Adjustment per Finance,100,11,
113,304,1367366400,Adjustment per Finance,0,18,
114,307,1367366400,Adjustment per Finance,0,30,
115,308,1367366400,Adjustment per Finance,0,32,
116,315,1367366400,Adjustment per Finance,0,67,
117,661,1367366400,Adjustment per Finance,50,5,
118,449,1367366400,Adjustment per Finance,100,10,
119,318,1367366400,Adjustment per Finance,0,4,
120,409,1367366400,Adjustment per Finance,0,11,
121,403,1367366400,Adjustment per Finance,0,4,
122,556,1367366400,Adjustment per Finance,0,20,
123,404,1367366400,Adjustment per Finance,0,68,
124,398,1367366400,Adjustment per Finance,0,17,
125,543,1367366400,Adjustment per Finance,0,40,
126,1426,1367366400,Adjustment per Finance,0,10,
127,326,1367366400,Adjustment per Finance,0,12,
128,552,1367366400,Adjustment per Finance,0,22,
129,586,1367366400,Adjustment per Finance,0,30,
130,335,1367366400,Adjustment per Finance,0,20,
131,358,1367366400,Adjustment per Finance,0,24,
132,331,1367366400,Adjustment per Finance,0,4,
134,301,1367969740,$15 for 1 lesson x 1,15,1,98J26219G9922194C
136,180,1368009227,Adjustment,0,-7,
137,338,1368018894,Adjustment,0,30,
138,338,1368018961,Adjustment,0,-36,
139,341,1368022974,$15 for 1 lesson x 6,90,6,0N917415P4672633T
140,15,1368023592,$15 for 1 lesson x 6,90,6,01718991L7844223M
142,341,1368024300,Adjustment,0,6,
143,341,1368024851,Adjustment,0,-12,
144,90,1368026277,Adjustment,0,15,
146,200,1368029321,Adjustment,0,33,
147,287,1368031162,$13 per lesson for 20 lessons x 2,520,40,1W4528433P8438424
148,200,1368035017,Adjustment,0,-3,
149,343,1368044599,Trade for web work,0,250,
150,195,1368044766,Adjustment,0,-35,
151,344,1368045592,Adjustment,0,1,
152,796,1368047671,Adjustment,0,-3,
153,221,1368047778,Adjustment,0,-4,
154,346,1368057870,Adjustment,0,42,
155,11,1368091389,$12 per lesson for 30 lessons x 1,360,30,91S4807947981174D
156,337,1368096749,$12 per lesson for 30 lessons x 1,360,30,8D163884KU531974G
158,347,1368122721,Adjustment,0,39,
159,168,1368135097,$13 per lesson for 20 lessons x 1,260,20,4E172891TR055242Y
160,548,1368138215,Adjustment,0,11,
161,451,1368139738,Adjustment,0,7,
162,451,1368139764,Adjustment,0,1,
163,347,1368140019,Adjustment,0,-9,
164,347,1368140169,Adjustment,0,3,
165,188,1368184221,$15 for 1 lesson x 5,75,5,04A73444R5510021J
166,355,1368188857,$12 per lesson for 30 lessons x 1,360,30,33627839Y1803983J
167,360,1368218448,$13 per lesson for 20 lessons x 1,260,20,3X807548XG786064Y
168,357,1368262280,$13 per lesson for 20 lessons x 2,520,40,3C831212HV9915611
169,364,1368287822,$13 per lesson for 20 lessons x 1,260,20,2XG818381B153403U
170,342,1368355645,Adjustment,0,20,
171,207,1368355737,Adjustment,0,20,
172,367,1368380171,$15 for 1 lesson x 5,75,5,3T3154989T911853K
173,163,1368382975,Adjustment,0,1,
174,357,1368396580,Adjustment,0,5,
175,461,1368398293,Adjustment,0,36,
176,382,1368399976,Adjustment,0,2,
177,210,1368435387,Adjustment,0,46,
178,147,1368437191,Adjustment,0,28,
179,34,1368437639,Adjustment,0,8,
180,339,1368441345,Adjustment,0,68,
181,339,1368441544,Adjustment,0,10,
182,373,1368444676,$15 per lesson x 15,225,15,3K8895401Y646584M
183,289,1368447744,$15 per lesson x 5,75,5,8ES53438JN291624N
184,374,1368450051,$15 per lesson x 20,300,20,7B798991F49989045
185,175,1368450406,Adjustment,0,-1,
186,376,1368450950,$15 per lesson x 6,90,6,9VH735142T364731L
187,375,1368451213,Adjustment,0,10,
188,378,1368465939,$15 per lesson x 10,150,10,40Y27954RK062422K
189,301,1368467072,Adjustment,0,1,
190,379,1368468001,$15 per lesson x 1,15,1,4TS57680CY8751157
191,380,1368469259,$15 per lesson x 8,120,8,0GX6648561400715K
192,339,1368469307,Adjustment,0,-3,
193,305,1368469836,Adjustment,0,10,
194,82,1368470950,Adjustment,0,-3,
195,383,1368475156,$15 per lesson x 10,150,10,6PB53679TB7282504
196,210,1368485871,Adjustment,0,9,
197,17,1368486080,Adjustment,0,3,
198,154,1368486251,Adjustment,0,22,
199,347,1368486421,Adjustment,0,6,
200,186,1368523792,Adjustment,0,35,
201,186,1368523793,Adjustment,0,35,
202,186,1368523815,Adjustment,0,35,
203,385,1368532519,Adjustment,0,30,
204,387,1368535811,$15 per lesson x 3,45,3,9XD263254X8376833
205,388,1368537337,$15 per lesson x 20,300,20,58F792940Y551384N
206,392,1368538945,$15 per lesson x 2,30,2,5W357825PY446152H
207,197,1368542673,$15 per lesson x 3,45,3,6GF67288R5618202G
208,395,1368543052,$15 per lesson x 9,135,9,0AT25417V04179923
209,379,1368553628,$15 per lesson x 6,90,6,96X51357KW365350R
210,391,1368562928,$15 per lesson x 10,150,10,6RH61701WC546302W
211,59,1368570821,Adjustment,0,5,
212,90,1368570906,Adjustment,0,-5,
213,44,1368571330,Adjustment,0,1,
214,158,1368571561,Adjustment,0,20,
215,345,1368572037,Adjustment,0,40,
216,333,1368572129,Adjustment,0,4,
217,371,1368574066,Adjustment,0,21,
218,52,1368574269,Adjustment,0,10,
219,397,1368574317,Adjustment,0,20,
220,252,1368574381,Adjustment,0,1,
221,233,1368574437,Adjustment,0,3,
222,309,1368611194,$15 per lesson x 11,165,11,81086259PU079810W
223,396,1368612396,$15 per lesson x 10,150,10,3H475141HU211625G
224,82,1368615746,Adjustment,0,4,
225,14,1368616121,Adjustment,0,1,
226,378,1368617387,Adjustment,0,-10,
227,80,1368618136,Adjustment,0,10,
228,173,1368621553,Adjustment,0,60,
230,396,1368623635,Adjustment,0,4,
231,160,1368623811,$15 per lesson x 1,15,1,7YP53235PE619460L
232,405,1368623957,Adjustment,0,6,
233,209,1368624338,$15 per lesson x 12,180,12,935749188K1267834
234,293,1368627792,$15 per lesson x 30,450,30,8PJ51214DD6771801
235,293,1368628434,Adjustment,0,18,
236,417,1368647162,Adjustment,0,10,
237,50,1368652068,$15 per lesson x 10,150,10,6FD44125CY8954544
238,158,1368692559,Adjustment,0,-24,
239,189,1368692807,Adjustment,0,-20,
240,419,1368692819,$15 per lesson x 29,435,29,1TG326176K586484V
241,405,1368693285,Adjustment,0,-4,
242,171,1368693484,Adjustment,0,-4,
243,445,1368693613,Adjustment,0,-50,
244,166,1368693759,Adjustment,0,-1,
245,342,1368694498,Adjustment,0,-12,
246,354,1368694579,Adjustment,0,-8,
247,213,1368694667,Adjustment,0,-12,
248,308,1368694756,Adjustment,0,-2,
249,310,1368694867,Adjustment,0,-3,
250,172,1368694986,Adjustment,0,-1,
251,358,1368695203,Adjustment,0,-1,
252,182,1368695422,Adjustment,0,-2,
253,415,1368696037,Adjustment,0,20,
254,415,1368696658,Adjustment,0,-1,
255,303,1368702740,Adjustment,0,1,
256,424,1368707020,$15 per lesson x 20,300,20,8Y814867GB368990P
257,170,1368712336,Adjustment,0,6,
258,406,1368715534,Adjustment,0,30,
259,177,1368719652,Adjustment,0,8,
260,426,1368720936,$15 per lesson x 20,300,20,8MH51865YJ4062042
261,158,1368736492,Adjustment,0,24,
262,232,1368737331,Adjustment,0,2,
263,3,1368738273,Adjustment,0,2,
264,423,1368740145,Adjustment,0,10,
265,228,1368740434,Adjustment,0,-1,
266,228,1368740475,Emma Stone May 13th,0,0,
267,227,1368740569,Adjustment,0,30,
268,228,1368740638,Emma stone may 13th #18/20 prepaid,0,-2,
269,417,1368740646,Adjustment,0,90,
270,387,1368742558,$15 per lesson x 1,15,1,2TC678986N0888048
271,387,1368788444,Adjustment,0,5,
272,291,1368794588,Adjustment,0,-11,
273,392,1368797008,$15 per lesson x 2,30,2,30D041205M6372806
274,387,1368809321,$15 per lesson x 2,30,2,4A495909FV2031731
275,387,1368809751,$15 per lesson x 2,30,2,2FU87288VT5604404
276,41,1368836197,Adjustment,0,10,
277,185,1368859103,Adjustment,0,4,
278,3,1368859633,Adjustment,0,2,
279,3,1368859748,Adjustment,0,-2,
280,380,1368891416,$15 per lesson x 8,120,8,9XH2109802616762E
281,415,1368955012,Adjustment,0,1,
282,368,1368955643,Adjustment,0,1,
283,368,1369002500,Adjustment,0,0,
284,418,1369033737,$15 per lesson x 30,450,30,2GK80506DC7545209
285,427,1369046934,$15 per lesson x 1,15,1,5GY67309F3701593P
286,14,1369048755,Adjustment,0,20,
287,427,1369048922,$15 per lesson x 1,15,1,98599051L5897243P
288,427,1369049976,$15 per lesson x 8,120,8,3D012887FA4007449
289,427,1369050516,$15 per lesson x 8,120,8,6GR87940Y51645009
290,414,1369050730,$15 per lesson x 2,30,2,6U23677500946204H
291,427,1369050872,$15 per lesson x 6,90,6,41E32544P1173304J
292,306,1369050896,$15 per lesson x 24,360,24,3NA40131NH049921S
293,414,1369051100,$15 per lesson x 18,270,18,6NC6354677832414Y
294,438,1369054782,$15 per lesson x 2,30,2,90C27890WG734134L
295,50,1369055116,$15 per lesson x 10,150,10,5BM78579BC351105G
296,438,1369055281,$15 per lesson x 6,90,6,1H4643199X4511901
297,439,1369056254,$15 per lesson x 7,105,7,9KR52422YN528071P
298,176,1369057910,Adjustment,0,14,
299,434,1369060269,Adjustment,0,34,
300,387,1369066409,$15 per lesson x 1,15,1,52L285158K403694K
301,438,1369066906,$15 per lesson x 2,30,2,8Y233573928119213
302,304,1369076235,Adjustment,0,-4,
303,68,1369076995,Adjustment,0,4,
304,443,1369077937,Adjustment,0,7,
305,425,1369078580,$15 per lesson x 5,75,5,9FM68267YN935500X
306,444,1369081970,$15 per lesson x 10,150,10,77T739955X269423H
307,444,1369083214,$15 per lesson x 10,150,10,0R777038RL0842541
308,421,1369122422,Adjustment,0,34,
309,387,1369122771,$15 per lesson x 1,15,1,93533647LE9696412
310,421,1369123302,$15 per lesson x 1,15,1,9YE04725X61875715
311,446,1369131765,$15 per lesson x 20,300,20,8VK92649L18977639
312,33,1369141864,Adjustment,0,20,
313,447,1369142481,$15 per lesson x 4,60,4,717727778V4566807
314,447,1369143166,$15 per lesson x 22,330,22,15K764344F575600T
315,181,1369146604,Adjustment,0,15,
316,181,1369146895,Adjustment,0,-1,
317,155,1369147231,$15 per lesson x 10,150,10,5MD70656292808311
318,32,1369149635,$15 per lesson x 10,150,10,5HB30941PS1923615
319,178,1369157293,Adjustment,0,20,
320,415,1369159624,Adjustment,0,10,
321,415,1369160210,Adjustment,0,21,
322,205,1369161464,Adjustment,0,10,
323,52,1369161894,Adjustment,0,3,
324,387,1369167414,Adjustment,0,5,
325,387,1369177821,$15 per lesson x 4,60,4,95X70348M1659063U
326,388,1369208026,$15 per lesson x 4,60,4,5BC08793P0633981U
327,412,1369210096,$15 per lesson x 10,150,10,0PF38866PB103163G
328,23,1369210503,$15 per lesson x 10,150,10,0JV78910NF960734C
329,23,1369212166,Adjustment,0,4,
330,429,1369226591,$15 per lesson x 12,180,12,8WS3294794667830N
331,442,1369227204,Adjustment,0,6,
332,452,1369229560,$15 per lesson x 20,300,20,2T546396JD1228519
333,429,1369232022,Adjustment,0,10,
334,387,1369232370,Adjustment,0,-5,
335,559,1369233607,$15 per lesson x 1,15,1,1HS89109PT389173R
336,397,1369250635,Adjustment,0,-16,
337,454,1369291016,$15 per lesson x 20,300,20,55550701CR4258424
338,459,1369296876,$15 per lesson x 6,90,6,8CW788406W4851724
339,459,1369297342,$15 per lesson x 2,30,2,49X90330CY892632N
340,460,1369299533,$15 per lesson x 4,60,4,0YP89055H2051452X
341,392,1369299826,$15 per lesson x 2,30,2,7WW65512931088841
342,462,1369304919,$15 per lesson x 5,75,5,4RY63442AN281661A
343,462,1369306435,$15 per lesson x 5,75,5,76810548MY395353T
344,71,1369309428,Adjustment,0,-7,
345,441,1369313697,$15 per lesson x 15,225,15,13751346A52516612
346,380,1369314257,$15 per lesson x 10,150,10,36G57377G0592733N
347,464,1369328924,$15 per lesson x 1,15,1,5SG3805004703414X
348,464,1369329135,$15 per lesson x 19,285,19,5R67681317619773A
349,348,1369331463,$15 per lesson x 15,225,15,4C2378986S542914C
350,387,1369355956,$15 per lesson x 1,15,1,3S596448YB4584500
351,464,1369361112,$15 per lesson x 3,45,3,0LE892277Y114491A
352,197,1369405163,$15 per lesson x 7,105,7,8NP054377P084721W
353,377,1369411794,$15 per lesson x 10,150,10,1GU33527CT135112H
354,456,1369470565,$15 per lesson x 2,30,2,0G245089XK448734J
355,456,1369478952,Adjustment,0,2,
356,227,1369558110,Adjustment,0,20,
357,225,1369563485,$15 per lesson x 15,225,15,4C461489UR465750P
358,225,1369565469,$15 per lesson x 1,15,1,59U7914933268525C
359,62,1369644585,Adjustment,0,20,
360,340,1369653681,$15 per lesson x 10,150,10,8HF02069H78698321
361,438,1369689845,$15 per lesson x 10,150,10,4A506922W24763428
362,50,1369729028,$15 per lesson x 10,150,10,0PE5865982177472E
363,88,1369729302,Adjustment,0,20,
364,473,1369730182,$15 per lesson x 3,45,3,3YW335221K255340A
365,412,1369734601,$15 per lesson x 1,15,1,6JN85441H5547883D
366,475,1369740861,Adjustment,0,20,
367,354,1369745360,Adjustment,0,24,
368,207,1369745427,Adjustment,0,30,
369,473,1369747512,$15 per lesson x 3,45,3,5N672878U9165991H
370,467,1369748321,Adjustment,0,27,
371,467,1369750492,Adjustment,0,24,
372,296,1369754264,$15 per lesson x 10,150,10,4AJ19175SK4753542
373,476,1369757603,$15 per lesson x 10,150,10,5UX68116V8214601U
374,355,1369763428,$15 per lesson x 1,15,1,9F370056GT259045B
375,480,1369812981,$15 per lesson x 3,45,3,73A73065Y7776540E
376,340,1369819542,Adjustment,0,10,
377,435,1369819744,Adjustment,0,42,
378,483,1369842223,$15 per lesson x 30,450,30,5S310365K0989072W
379,158,1369853914,Adjustment,0,5,
380,158,1369853939,Adjustment,0,5,
381,391,1369860752,$15 per lesson x 3,45,3,15026084CW527890V
382,225,1369863787,$15 per lesson x 1,15,1,17038429T39290623
383,225,1369863933,$15 per lesson x 1,15,1,40D70577RS993493V
384,456,1369890291,$15 per lesson x 4,60,4,09B71200RL8003344
385,456,1369890800,$15 per lesson x 4,60,4,0RF796616Y083132N
386,486,1369899761,Adjustment,0,20,
387,559,1369906666,$15 per lesson x 2,30,2,8CM1396271133601Y
388,559,1369907487,$15 per lesson x 1,15,1,6TG33467C5291271A
389,424,1369914733,$15 per lesson x 11,165,11,68H34437KB297154X
390,438,1369918412,$15 per lesson x 10,150,10,6FW75190TX433260U
391,490,1369922989,$15 per lesson x 10,150,10,7KV89972AP687594S
392,380,1369928148,$15 per lesson x 8,120,8,5P129593BT461444R
393,487,1369930744,$15 per lesson x 20,300,20,7UP55412GY254631S
394,3,1369944130,Adjustment,0,1,
395,497,1370000051,$15 per lesson x 20,300,20,3HA35343AY860902U
396,45,1370016647,$15 per lesson x 20,300,20,5M279692V4245415C
397,418,1370100862,$15 per lesson x 10,150,10,1DE863744A712004B
398,431,1370102016,$15 per lesson x 25,375,25,2WD922525J097372L
399,412,1370122219,$15 per lesson x 3,45,3,4G615408MM0473226
400,306,1370122665,$15 per lesson x 7,105,7,6FT67548XD864404X
401,504,1370159516,$15 per lesson x 10,150,10,8Y6572207U6893610
402,445,1370196384,Adjustment,0,70,
403,507,1370208019,$15 per lesson x 1,15,1,2Y078021KP995043S
404,507,1370208814,$15 per lesson x 4,60,4,5N097742TG1866447
405,447,1370244381,$15 per lesson x 1,15,1,05678959PF800920C
406,485,1370245155,$15 per lesson x 10,150,10,7C6761820U4801723
407,372,1370250363,$15 per lesson x 2,30,2,62G211945W948111G
408,513,1370251342,$15 per lesson x 10,150,10,64J86505KX3779359
409,515,1370253696,$15 per lesson x 10,150,10,89S38867N9315971T
410,516,1370254961,Adjustment,0,30,
411,19,1370256222,Adjustment,0,10,
412,517,1370257446,$15 per lesson x 1,15,1,71W45506YC107113M
413,178,1370259322,$15 per lesson x 10,150,10,4N697765KH573782K
414,518,1370260787,$15 per lesson x 10,150,10,438228765U4987515
415,518,1370262268,$15 per lesson x 8,120,8,9WK93308733870442
416,364,1370274553,$15 per lesson x 4,60,4,9LA85190NW408270F
417,335,1370274999,Adjustment,0,1,
418,364,1370275317,$15 per lesson x 4,60,4,49T42501WL993545Y
419,488,1370275984,$15 per lesson x 10,150,10,8HV59865JN8081111
420,520,1370282154,$15 per lesson x 10,150,10,5PM28063HF532310V
421,442,1370293706,$15 per lesson x 2,30,2,3226402320144792A
422,407,1370295283,$15 per lesson x 1,15,1,1VT0531025921031K
423,61,1370332252,Adjustment,0,20,
424,295,1370332312,Adjustment,0,20,
425,197,1370342641,$15 per lesson x 20,300,20,87T30257LF425280T
426,525,1370345838,$15 per lesson x 7,105,7,0K836698M2606830N
427,364,1370348581,$15 per lesson x 1,15,1,8EK88036Y0573864J
428,192,1370351007,Adjustment,0,20,
429,517,1370364389,$15 per lesson x 2,30,2,3GR06199S2963550C
430,527,1370379279,$15 per lesson x 10,150,10,2EF75522G74433401
431,490,1370385036,$15 per lesson x 10,150,10,5NE9040417599963N
432,527,1370415578,$15 per lesson x 10,150,10,6XN50538XK019670L
433,380,1370435716,$15 per lesson x 8,120,8,86B05477NB023031A
434,384,1370437668,Adjustment,0,40,
435,530,1370441936,$15 per lesson x 10,150,10,9RB566831B737103H
436,502,1370443978,$15 per lesson x 10,150,10,5Y940171WP699431D
437,438,1370447274,$15 per lesson x 5,75,5,2E9290655K5530240
438,438,1370457696,$15 per lesson x 5,75,5,6W6211334C4128109
439,444,1370464175,$15 per lesson x 4,60,4,36A32678B8697822A
440,444,1370464338,$15 per lesson x 3,45,3,9SG17115KV2828716
441,306,1370470448,$15 per lesson x 9,135,9,8KY37112KX859292G
442,509,1370507122,Adjustment,0,3,
443,509,1370519397,$15 per lesson x 5,75,5,08A14425M07017839
444,61,1370521409,$15 per lesson x 24,360,24,59V77373RV9488313
445,537,1370536329,$15 per lesson x 10,150,10,9AT384617G3801510
446,509,1370570434,Adjustment,0,10,
447,442,1370592008,$15 per lesson x 4,60,4,9Y071724X37870046
448,489,1370598926,$15 per lesson x 20,300,20,9CR94779M06773356
449,196,1370601291,$15 per lesson x 15,225,15,93P823071Y3673612
450,540,1370605509,$15 per lesson x 40,600,40,4MA6473247186314C
451,473,1370622415,$15 per lesson x 3,45,3,84537785KW7726249
452,540,1370623095,$15 per lesson x 20,300,20,4X649319PB709683N
453,454,1370794652,Adjustment,0,6,
454,443,1370807545,$15 per lesson x 10,150,10,6ED08364JF893310G
455,459,1370819291,$15 per lesson x 4,60,4,0UR08406G2569745K
456,474,1370840503,$15 per lesson x 5,75,5,5UW351245H019213U
457,553,1370853432,$15 per lesson x 5,75,5,0X0814568L668094U
458,173,1370855692,Adjustment,0,-60,
459,554,1370857130,$15 per lesson x 3,45,3,89248538TH2575419
460,438,1370859341,$15 per lesson x 6,90,6,4YV180962A6238442
461,438,1370859981,$15 per lesson x 6,90,6,38M41737Y1142630R
462,553,1370861654,$15 per lesson x 5,75,5,9PM03995HR703790U
463,555,1370874223,$15 per lesson x 1,15,1,0GH14072W8139432E
464,555,1370875261,$15 per lesson x 1,15,1,6BN02940TM1551049
465,556,1370886133,Adjustment,0,20,
466,557,1370897929,$15 per lesson x 10,150,10,04K06788XH6457820
467,560,1370901221,Adjustment,0,20,
468,438,1370933551,$15 per lesson x 3,45,3,3EJ96829C8040850R
469,497,1370956529,$15 per lesson x 10,150,10,8JS74910G0944983S
470,567,1370965943,$15 per lesson x 15,225,15,844147243C778252S
471,336,1370976918,$15 per lesson x 4,60,4,30M702795P221381A
472,564,1371026115,$15 per lesson x 20,300,20,8R823748EY793544K
473,533,1371028929,$15 per lesson x 20,300,20,9GP14634DY152492G
474,533,1371029711,$15 per lesson x 10,150,10,8K480235D1055412T
475,485,1371038403,$15 per lesson x 1,15,1,1SD57594B8655703G
476,474,1371056970,$15 per lesson x 4,60,4,3A901094H7257074F
477,287,1371067308,$15 per lesson x 9,135,9,01N33724F6591550K
478,396,1371068759,$15 per lesson x 10,150,10,87E734826G306662P
479,579,1371118431,Adjustment,0,100,
480,577,1371118607,Adjustment,0,96,
481,580,1371132372,$15 per lesson x 10,150,10,45246085TW363052T
482,222,1371134622,$15 per lesson x 4,60,4,5395855338869121S
483,489,1371164039,$15 per lesson x 5,75,5,1JV72465EU970430X
484,509,1371198283,Adjustment,0,-10,
485,574,1371198706,Adjustment,0,25,
486,489,1371207127,$15 per lesson x 5,75,5,9AL38988323197849
487,509,1371223251,Adjustment,0,10,
488,513,1371227632,$15 per lesson x 10,150,10,3FY19748KL9227156
489,471,1371228430,$15 per lesson x 4,60,4,6JC00778SK3031929
490,555,1371232849,$15 per lesson x 4,60,4,8AM88100YG665143T
491,447,1371315424,$15 per lesson x 4,60,4,82G07184S5271403K
492,447,1371315645,$15 per lesson x 16,240,16,9UH960717J136330P
493,583,1371472409,Adjustment,0,8,
494,587,1371472727,$15 per lesson x 10,150,10,5PC44948CS270001V
495,196,1371497663,$15 per lesson x 15,225,15,9CN99317CS616820G
496,555,1371503640,$15 per lesson x 4,60,4,9UB15311D12398459
497,336,1371506401,$15 per lesson x 6,90,6,6R103840ST0980523
498,491,1371539782,Adjustment,0,20,
499,592,1371545684,$15 per lesson x 1,15,1,2KM63895SD338032S
500,593,1371546332,$15 per lesson x 1,15,1,9SG29666RH337932D
501,593,1371546943,$15 per lesson x 1,15,1,4M770204R4464093N
502,593,1371547414,$15 per lesson x 4,60,4,0J742188XK3527016
503,444,1371565872,$15 per lesson x 2,30,2,93167341DY3747120
504,446,1371566575,$15 per lesson x 10,150,10,4PN28874034253446
505,594,1371570459,$15 per lesson x 10,150,10,5KM260596G6263732
506,591,1371575353,$15 per lesson x 4,60,4,4HT95219TY6654440
507,525,1371615647,Adjustment,0,3,
508,385,1371643083,Adjustment,0,30,
509,525,1371645461,Adjustment,0,3,
510,525,1371645714,Adjustment,0,-3,
511,496,1371654910,$15 per lesson x 2,30,2,7P6006863J731852S
512,575,1371655125,Adjustment,0,3,
513,492,1371656147,$15 per lesson x 1,15,1,2SM205540T743263E
514,492,1371656423,$15 per lesson x 1,15,1,4KX160443G691713X
515,595,1371658349,Adjustment,0,30,
516,543,1371731394,Adjustment,0,40,
